values lengths
0 2728101
1 100
0 3535
1 100
0 9005
1 100
0 65822
1 100
0 23277
1 100
0 5192
1 100
0 17941
1 100
0 11862
1 100
0 27824
1 100
0 16722
1 100
0 2220
1 100
0 13399
1 100
0 19197
1 100
0 7708
1 100
0 1719
1 100
0 57129
1 100
0 33110
1 100
0 3057
1 100
0 20556
1 100
0 42608
1 100
0 10378
1 100
0 25762
1 100
0 40490
1 100
0 14350
1 100
0 4346
1 100
0 6235
1 100
0 9921
1 100
0 22537
1 100
0 53945
1 100
0 31010
1 100
0 2273
1 100
0 112633
1 100
0 19474
1 100
0 1187
1 100
0 5042
1 100
0 39458
1 100
0 16133
1 100
0 108398
1 100
0 16807
1 100
0 25186
1 100
0 64607
1 100
0 25685
1 100
0 7495
1 100
0 727
1 100
0 1727
1 100
0 34160
1 100
0 80582
1 100
0 40512
1 100
0 9982
1 100
0 18014
1 100
0 118045
1 100
0 27426
1 100
0 31766
1 100
0 221131
1 100
0 15314
1 100
0 2814
1 100
0 57813
1 100
0 100827
1 100
0 19253
1 100
0 170248
2 100
0 10103
1 100
0 41039
1 100
0 69009
1 100
0 18548
1 100
0 958
1 100
0 3284
1 100
0 13970
1 100
0 87560
1 100
0 107320
1 100
0 37154
1 100
0 97026
1 100
0 3010
1 100
0 41963
1 100
0 7725
1 100
0 15175
1 100
0 141910
1 100
0 41909
1 100
0 112549
1 100
0 18182
1 100
0 36903
1 100
0 124077
1 100
0 223716
1 100
0 96837
1 100
0 72751
1 100
0 1997
1 100
0 305242
1 100
0 190
1 2
2 98
1 2
0 1067
1 100
0 9561
1 100
0 70298
1 100
0 181919
1 100
0 45382
1 100
0 483
1 100
0 47360
1 100
0 46072
2 100
0 8107
1 100
0 6854
1 100
0 9308
1 100
0 55169
1 100
0 7221
1 100
0 2821
1 100
0 20240
2 100
0 112082
1 100
0 45867
1 100
0 11731
1 100
0 19172
1 1
3 8
4 91
3 1
1 8
0 23944
1 2
2 98
1 2
0 3526
1 100
0 9546
1 100
0 87021
2 1
3 5
6 94
4 1
3 5
0 13557
1 100
0 11300
1 100
0 33364
1 100
0 39790
1 100
0 96575
2 100
0 201771
1 100
0 3180
1 7
2 93
1 7
0 8677
1 100
0 10577
1 100
0 22776
1 100
0 22250
1 100
0 17431
1 100
0 3179
1 100
0 35340
1 100
0 9385
1 100
0 9161
1 100
0 7497
1 100
0 28705
1 100
0 60653
1 100
0 21889
2 1
3 99
1 1
0 97297
1 100
0 21047
1 100
0 117251
1 100
0 154702
1 100
0 64742
1 100
0 32823
1 100
0 28628
1 100
0 100741
1 100
0 1837
1 100
0 93705
1 100
0 43375
1 100
0 69154
1 100
0 96
1 100
0 6833
1 100
0 2532
1 100
0 107111
1 100
0 11514
1 100
0 7960
1 100
0 26983
1 100
0 28559
1 100
0 21
1 100
0 73452
1 100
0 124098
1 100
0 847291
1 100
0 11679
1 100
0 10307
1 100
0 26655
1 100
0 4865
1 100
0 222978
1 100
0 88094
1 100
0 6846
1 100
0 112679
1 100
0 2362
1 100
0 9563
1 100
0 12604
1 100
0 694
1 100
0 1427
1 100
0 1126
1 100
0 1379
1 100
0 374
1 93
2 7
1 6
2 87
1 13
0 466
1 100
0 893
1 100
0 1453
1 100
0 307
2 1
3 93
4 6
2 1
1 93
0 826
1 100
0 415
1 100
0 387
1 100
0 640
1 5
2 2
3 93
2 5
1 2
0 1591
1 100
0 2604
1 100
0 143
1 100
0 539
1 100
0 207
1 40
2 13
3 47
2 22
3 2
4 6
5 10
4 13
3 5
4 23
5 6
6 35
5 2
4 6
3 28
2 23
1 6
0 481
2 93
3 7
2 4
3 56
4 33
3 7
2 4
1 56
0 4543
2 100
0 127
1 65
2 35
1 33
2 32
1 68
0 37
2 100
0 264
1 100
0 4
1 34
2 10
3 1
4 55
3 34
2 10
1 1
0 836
1 100
0 1387
1 100
0 86
1 100
0 77
1 100
0 2
1 100
0 27
1 100
0 514
1 3
2 1
3 96
2 3
1 1
0 875
1 2
2 59
3 23
4 16
3 2
2 59
1 23
0 1154
1 100
0 499
1 100
0 663
1 6
2 2
3 92
2 6
1 2
0 178
1 100
0 831
1 100
0 4578
1 3
2 97
1 3
0 710
1 100
0 823
1 100
0 1050
1 78
2 22
1 78
0 371
1 100
0 566
1 100
0 181
1 88
2 12
1 88
0 147
1 30
2 70
1 30
0 283
1 34
2 9
3 57
2 34
1 9
0 31
1 100
0 247
1 100
0 1212
1 49
2 51
1 49
0 395
1 100
0 195
1 100
0 677
1 2
2 98
1 2
0 404
1 100
0 575
1 100
0 604
1 98
2 2
1 98
0 8
1 100
0 680
1 100
0 482
1 100
0 47
1 18
2 82
1 18
0 472
1 10
2 4
3 86
2 10
1 4
0 433
1 80
2 11
3 9
2 80
1 11
0 689
1 15
2 85
1 15
0 1
1 39
2 61
1 39
0 355
1 7
2 93
1 4
2 3
1 97
0 588
1 100
0 417
1 100
0 1035
1 94
2 4
3 2
2 94
1 4
0 585
1 3
2 97
1 3
0 108
1 100
0 3904
1 100
0 1052
1 100
0 285
1 4
2 96
1 4
0 335
1 100
0 591
1 5
2 95
1 5
0 876
1 100
0 1259
2 100
0 78
1 100
0 673
1 100
0 455
1 5
2 95
1 5
0 265
1 100
0 408
1 2
2 2
3 8
4 88
3 2
2 2
1 8
0 315
1 45
2 55
1 45
0 410
1 100
0 14
1 100
0 182
1 100
0 97
1 86
2 14
1 86
0 30
1 33
2 1
3 26
4 40
3 33
2 1
1 21
2 5
1 95
0 105
1 2
2 98
1 2
0 99
1 97
2 3
1 97
0 80
1 49
2 1
3 4
4 46
3 49
2 1
1 4
0 296
2 1
3 99
1 1
0 240
1 29
2 59
3 6
4 6
3 23
4 4
5 23
7 38
6 6
5 29
4 4
3 2
2 21
0 375
1 100
0 7
1 7
2 45
3 3
4 45
3 7
2 45
1 3
0 229
1 4
